gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000215455	332.74718441357425	0.45708948424371715	0.3477684916949014	1.3143499056398802	0.18872848006874027	0.7932642775116848
ENSG00000142156	4387.0195196893865	-0.26115406893283855	0.20131097305466064	-1.2972669346838293	0.19453935716646803	0.7932642775116848
ENSG00000241123	328.0970039079353	-0.486101922332601	0.3753824629894111	-1.2949510705999954	0.19533710909064464	0.7932642775116848
ENSG00000154640	1526.3253766351404	0.2587222130276588	0.20073872801464954	1.2888505152268264	0.19745006034133641	0.7932642775116848
ENSG00000197381	15674.00557541049	0.2742935964094721	0.2169858660799637	1.2641081254038424	0.20619122059697953	0.8140998192535915
ENSG00000154639	2869.436651907952	-0.2704613875600068	0.222784270148343	-1.2140057616272348	0.22474552400226477	0.8636016294282336
ENSG00000249209	473.21956964362744	0.41721994685168856	0.3448041375825236	1.2100201284615772	0.2262711692825066	0.8636016294282336
ENSG00000212938	180.99443872825142	-0.4847129647647765	0.42762886528948735	-1.1334898181783064	0.257008614582951	0.9648356186802586
ENSG00000160226	4140.0615432659715	0.21464487886147124	0.1915675199568469	1.1204659271562467	0.2625152644857029	0.969612831729451
ENSG00000198862	9989.985129199611	-0.19616493369990576	0.17939468752731866	-1.0934824013115398	0.2741820517558957	0.9778812437415354
ENSG00000186980	72.36834558553886	-0.6621908341764269	0.6407345428973329	-1.03348702128977	0.30137604116341865	0.9778812437415354
ENSG00000221859	262.77660311612505	-0.3648103574623126	0.35999029006562266	-1.0133894372423526	0.31087418270212824	0.9778812437415354
ENSG00000212935	338.54518695585506	0.38724105145934307	0.3846590411804721	1.0067124648128563	0.3140729703524237	0.9778812437415354
ENSG00000160285	8795.904101835331	0.20772460952032779	0.2074626921370953	1.00126247943924	0.316699927399693	0.9778812437415354
ENSG00000166979	5836.577343290279	-0.16633701820154298	0.16842508033243783	-0.9876024275792332	0.3233473969221561	0.9778812437415354
ENSG00000242220	1915.005739436581	-0.2512875004720056	0.25794097836193713	-0.9742054250852863	0.3299545515442523	0.9778812437415354
ENSG00000280433	1961.4894766847674	-0.20272821801775845	0.20950148776514005	-0.9676695864089772	0.3332094119879256	0.9778812437415354
ENSG00000189169	409.1071525180455	-0.32624366805266913	0.3413914153063916	-0.9556293844116505	0.33925951043078356	0.9778812437415354
ENSG00000183145	2155.530317943593	0.2562424536497999	0.2688164581008593	0.9532245735997993	0.3404762982272599	0.9778812437415354
ENSG00000273590	3313.72517317684	-0.16150579221950295	0.17254545069807456	-0.936018837738648	0.34926348879777025	0.9778812437415354
ENSG00000185658	19302.257009588353	0.15002111480723132	0.16310380311983	0.9197891890786445	0.3576829339233633	0.9778812437415354
ENSG00000182670	25437.981558724314	0.15589847730698317	0.16957193169397092	0.9193648721790559	0.3579047565912406	0.9778812437415354
ENSG00000157551	12680.499796647382	-0.16299577224323836	0.17825522885103431	-0.9143954614619014	0.3605090857680893	0.9778812437415354
ENSG00000160294	8439.7590674317	0.18251474153173736	0.20773284160862435	0.8786032103464952	0.3796164545303989	0.9778812437415354
ENSG00000159079	3727.3874987238637	-0.17072352204352081	0.19442821755135173	-0.8780799628450531	0.37990032591362477	0.9778812437415354
ENSG00000160191	15290.290494394307	0.12240415829935976	0.14006760680094932	0.873893408297529	0.3821763047844827	0.9778812437415354
ENSG00000155307	5571.960531646733	0.18609777489609233	0.21418600761635556	0.8688605617479264	0.38492340312793116	0.9778812437415354
ENSG00000184221	1337.63010231717	0.24765987777610948	0.28646320831145367	0.8645434058912175	0.38728944652815545	0.9778812437415354
ENSG00000154727	3362.7494542875897	-0.1467079960335334	0.17090985432521474	-0.8583940148610215	0.3906749313715042	0.9778812437415354
ENSG00000157554	16947.18370768063	-0.15424701192396756	0.18119467202994233	-0.8512778559983172	0.39461502282761385	0.9778812437415354
ENSG00000183486	7065.796067570548	-0.13898679653736815	0.16562444102801893	-0.8391683961297448	0.40137481935706065	0.9778812437415354
ENSG00000184787	5869.481880352098	-0.17273963450682292	0.20707762661384405	-0.8341781646403829	0.4041805936646958	0.9778812437415354
ENSG00000160209	13748.02140069521	-0.1198641635519624	0.14415358146260132	-0.8315031949661238	0.405689424094035	0.9778812437415354
ENSG00000159086	5680.56960383818	0.14369817614749947	0.17788326904929622	0.8078228880967825	0.41919254717613863	0.9778812437415354
ENSG00000160200	7849.353432480535	-0.12138368761261525	0.15317482114745487	-0.7924519624264118	0.4280971911671678	0.9778812437415354
ENSG00000279493	205.79603711031967	-0.45606159342308983	0.5795461656431813	-0.7869288427039318	0.4313235221428869	0.9778812437415354
ENSG00000182816	277.3656905631945	-0.29082114929001274	0.37126261863649607	-0.7833300060159202	0.4334333470990532	0.9778812437415354
ENSG00000142173	6154.079934977463	-0.14942227139736453	0.19169925640007507	-0.7794619249097202	0.43570765803913647	0.9778812437415354
ENSG00000141956	20870.478522741945	-0.110293203654965	0.14285479741828183	-0.7720651014051996	0.4400758704989612	0.9778812437415354
ENSG00000276612	647.259965920397	0.2933753225576866	0.3809173873606931	0.7701809691346215	0.4411925511725876	0.9778812437415354
ENSG00000206107	201.91534836500034	-0.3679125762170192	0.4812790661754205	-0.7644474943419198	0.44460061482783136	0.9778812437415354
ENSG00000188694	502.59708192169074	-0.346831920592223	0.4623036567461278	-0.7502253454652736	0.4531189963136681	0.9778812437415354
ENSG00000157578	8110.840662867747	0.13711597356637123	0.18523974963967846	0.7402081563653815	0.4591736992365153	0.9778812437415354
ENSG00000159267	7781.878449231224	-0.14653340030665024	0.20077214571363755	-0.729849251676832	0.4654823353109265	0.9778812437415354
ENSG00000142185	10204.990290340455	0.10205163595699387	0.13990888885470085	0.7294149556357156	0.4657478721445981	0.9778812437415354
ENSG00000173276	10308.311528272125	0.11931148958656458	0.16532022068445704	0.721699312356301	0.47047936495777504	0.9778812437415354
ENSG00000141959	18610.392056083874	-0.9030047246753025	1.273848553459693	-0.708879185224019	0.47839945295416897	0.9778812437415354
ENSG00000182871	9225.522957498983	0.1036627237498994	0.1468557226981373	0.7058814041791117	0.4802618928180565	0.9778812437415354
ENSG00000186977	205.16944823030926	-0.32170026567194715	0.45781554241906514	-0.702685330367129	0.4822518716966164	0.9778812437415354
ENSG00000205758	8251.18756304169	0.10372688368630632	0.14872480705324603	0.6974417095674585	0.48552640661448954	0.9778812437415354
ENSG00000215454	1230.5309454337976	-0.17900661987685476	0.25709644824692424	-0.6962625158669273	0.4862644431749697	0.9778812437415354
ENSG00000206102	66.62766293962625	-0.4391629448874613	0.6421032799646385	-0.6839444036349521	0.49401027339037384	0.9778812437415354
ENSG00000243646	3084.4088905528783	-0.1352425414343908	0.19875631472854083	-0.68044399806418	0.4962233700754858	0.9778812437415354
ENSG00000186924	133.28672008728546	-0.3439150581998912	0.5117315186585502	-0.6720615120628646	0.5015445373592007	0.9778812437415354
ENSG00000160179	9339.048146163579	-0.10312947664650296	0.15399539869589254	-0.669691935732192	0.5030541935023141	0.9778812437415354
ENSG00000206104	104.11932698373289	-0.4055299150970949	0.6142168487402834	-0.6602389952812414	0.5091004715694941	0.9778812437415354
ENSG00000160185	4835.683156171462	-0.1099236212111224	0.16727662967741314	-0.6571367525942272	0.5110929889608546	0.9778812437415354
ENSG00000160182	170.84934362582013	-0.3014591792356665	0.47402616230882305	-0.6359547282524651	0.52480592993565	0.9778812437415354
ENSG00000159131	9118.017157378235	-0.1055825589718899	0.16686909171081568	-0.6327268752374141	0.5269120164157357	0.9778812437415354
ENSG00000142166	2448.014190353884	-0.19596424319351177	0.31220051584275726	-0.6276871217349654	0.5302089234002891	0.9778812437415354
ENSG00000160208	3119.0404347508625	0.1341302944358992	0.2144129379960487	0.6255699664838835	0.5315970432323042	0.9778812437415354
ENSG00000180530	7970.729308811549	-0.1151387293930692	0.18478131505169434	-0.6231080743248203	0.5332135041029842	0.9778812437415354
ENSG00000154642	3501.1178419508433	0.10734033251263894	0.17355274446763377	0.6184882459905846	0.5362535434860094	0.9778812437415354
ENSG00000184032	112.85854234879267	0.31483752995989783	0.5248922106536035	0.5998136828280564	0.5486304133715061	0.9778812437415354
ENSG00000156253	3574.8266364698006	-0.09968412798596052	0.16777744744492915	-0.5941449789828314	0.5524151493044092	0.9778812437415354
ENSG00000278961	1614.4552962863602	-0.13306796007521737	0.22773304921841636	-0.5843155419554116	0.5590080375600702	0.9778812437415354
ENSG00000205927	2299.741614717686	-0.12903416925820022	0.22203365393110522	-0.5811468981104919	0.5611414530691737	0.9778812437415354
ENSG00000160305	13753.976623341328	-0.09313610032493574	0.16239124228948343	-0.5735290832919954	0.5662865129966991	0.9778812437415354
ENSG00000183255	3210.3255984346138	-0.10472822376754963	0.18454183947705344	-0.5675039550072973	0.570371840302828	0.9778812437415354
ENSG00000160299	9009.896283097394	-0.0816611269077765	0.14494042693511727	-0.5634116625331329	0.573154597478716	0.9778812437415354
ENSG00000265590	597.6075116471889	-0.1829849928675825	0.33754766338481046	-0.5421011984875638	0.5877487931468387	0.9778812437415354
ENSG00000157617	9991.034908292728	-0.10573401735938082	0.19784151322132484	-0.5344379732937871	0.5930385526092292	0.9778812437415354
ENSG00000157538	7569.258944621573	0.07917271690278102	0.1485967433946891	0.5328025035682625	0.5941703006149329	0.9778812437415354
ENSG00000205726	25204.41751600617	0.07480736622799812	0.14190321301077258	0.5271717577129076	0.5980743192043421	0.9778812437415354
ENSG00000160201	6495.836169508677	-0.08565558172761852	0.1638016325995739	-0.5229226373891547	0.601028090624925	0.9778812437415354
ENSG00000206106	77.5386293325207	-0.3004321543165256	0.5832583974830978	-0.5150927198184605	0.6064882297942751	0.9778812437415354
ENSG00000159110	5278.871180497216	-0.09167716460053588	0.18016396303070267	-0.5088540630343078	0.610854521086472	0.9778812437415354
ENSG00000187026	151.13775125352225	0.26723626136245454	0.5303293940082582	0.5039061843106007	0.6143273045320043	0.9778812437415354
ENSG00000244624	100.70399347290484	0.29569034827224194	0.5873547973534385	0.5034271442143536	0.6146639912534428	0.9778812437415354
ENSG00000142207	2978.546567023719	0.12045271947607865	0.24000462255216554	0.5018766646875644	0.6157542808645147	0.9778812437415354
ENSG00000241945	2875.3216020460986	-0.09467455727137382	0.19030300419029111	-0.49749376093246106	0.6188409015197276	0.9778812437415354
ENSG00000274749	262.13098633792174	-0.23014735251062493	0.4678225005978503	-0.49195443189780275	0.6227515573698127	0.9778812437415354
ENSG00000186970	207.13759484166332	-0.20754499053240005	0.42668407218641596	-0.48641372870774696	0.6266738587347178	0.9778812437415354
ENSG00000274276	5659.366496597432	-0.08123699953454458	0.16752648740875786	-0.4849203298600154	0.6277328607532868	0.9778812437415354
ENSG00000160202	1377.4422106287789	-0.12141557182362274	0.2509637880048273	-0.4837971756359021	0.628529819712995	0.9778812437415354
ENSG00000160194	3077.211285729074	-0.10498131622902192	0.22467984262194143	-0.4672484856848917	0.6403221079340065	0.9778812437415354
ENSG00000160190	4046.5882979415715	0.09717578028854262	0.21037220249891106	0.4619231016942252	0.6441364666714622	0.9778812437415354
ENSG00000159261	2807.8157421152855	0.0928004146524697	0.20261392758645044	0.4580159703625212	0.6469409675656127	0.9778812437415354
ENSG00000198390	202.21746023678173	0.19192924381168067	0.4195745424353215	0.4574377718382832	0.6473564203488089	0.9778812437415354
ENSG00000159140	16607.799359601897	0.06553852587392832	0.14411643819099182	0.45476093287202046	0.6492812389101903	0.9778812437415354
ENSG00000231068	92.10423811302164	-0.28945022353880145	0.6371341235686048	-0.45430030009628625	0.6496127001049796	0.9778812437415354
ENSG00000183067	1147.807178477326	0.1151295613021712	0.25655975462180614	0.4487436522220069	0.6536165909587535	0.9778812437415354
ENSG00000186925	108.52815606176055	0.23685559908228374	0.5313242227865653	0.44578355159506705	0.6557536043738372	0.9778812437415354
ENSG00000212933	167.04459786207863	0.26094978536730973	0.591324020490552	0.44129745507518936	0.6589976682817216	0.9778812437415354
ENSG00000241837	2386.4649116598102	0.09812408689869735	0.22250048971578348	0.4410061614877279	0.6592085363851399	0.9778812437415354
ENSG00000186930	125.02619704882203	-0.23403220948850387	0.5354999257859298	-0.4370349989218487	0.6620859662036587	0.9778812437415354
ENSG00000166351	1236.2435371335316	-0.1120585664372108	0.25824507486389664	-0.43392334392541354	0.6643441074192693	0.9778812437415354
ENSG00000187766	332.3330341676187	0.21646892650623636	0.5033251946584435	0.43007766907661393	0.6671391435354375	0.9778812437415354
ENSG00000186971	230.76937735501238	0.1778399998844462	0.4136950442501343	0.4298818715771659	0.6672815732011157	0.9778812437415354
ENSG00000187005	182.7807465013135	0.20886969486510046	0.493186164401447	0.42351085643003417	0.6719225793778041	0.9778812437415354
ENSG00000142197	4448.434721715087	0.07271097782224945	0.17451899796991996	0.4166364617494646	0.6769443354085061	0.9778812437415354
ENSG00000157557	3328.476366657571	-0.10174340520608997	0.24530145543095602	-0.41476886073644703	0.6783111171770589	0.9778812437415354
ENSG00000142188	4106.701837289867	0.06654188446447146	0.16365024039692863	0.40661036795959576	0.6842941811409213	0.9778812437415354
ENSG00000232263	117.7641792596442	-0.20249550360859112	0.5114543197409804	-0.3959209958596936	0.6921633115775163	0.9778812437415354
ENSG00000160180	917.5885444533294	0.09606686759974631	0.2437272189234627	0.3941573207295901	0.6934648934421569	0.9778812437415354
ENSG00000276289	2772.6768844600747	-0.07482424281197644	0.19208421219939986	-0.3895387442581823	0.6968776556304088	0.9778812437415354
ENSG00000183036	823.438398303008	-0.111109098372815	0.29094450837894087	-0.3818910313581203	0.7025421929714715	0.9778812437415354
ENSG00000157540	22886.815488897897	-0.05554538469920639	0.1463981507105933	-0.3794131580870246	0.7043810810067344	0.9778812437415354
ENSG00000156273	6086.262253187603	0.06509803206216004	0.17289703900413222	0.37651328465263195	0.7065353411452174	0.9778812437415354
ENSG00000156261	4555.500259464724	-0.06505004054384607	0.1818589567968086	-0.3576950054570401	0.7205715712157634	0.9778812437415354
ENSG00000243927	3142.7833805074524	-0.059522064783344236	0.16850569195515588	-0.3532347429497203	0.7239124634497092	0.9778812437415354
ENSG00000249624	2192.4233670938547	0.08201808261346487	0.23438345962554033	0.3499311885936831	0.7263903399025509	0.9778812437415354
ENSG00000159231	292.4992640521197	-0.1389869814743901	0.39734582027894444	-0.3497884572607774	0.7264974622666754	0.9778812437415354
ENSG00000276076	1027.9960334177008	0.08907853393601961	0.2547488568980988	0.34967196720985333	0.7265848940531121	0.9778812437415354
ENSG00000170262	1184.8433353975456	-0.08006690743762955	0.23301681740987984	-0.3436099948820035	0.7311396070897747	0.9778812437415354
ENSG00000154646	1733.2058353592702	0.07610232664510429	0.22387749616613647	0.3399284338459359	0.7339104232166678	0.9778812437415354
ENSG00000160193	3159.202712227461	-0.06237732754357661	0.1871274529695434	-0.33334140209629776	0.7388765903400951	0.9778812437415354
ENSG00000160256	1164.3685982050542	-0.07480625901394249	0.23000999629383842	-0.32523046919394444	0.7450066500000903	0.9778812437415354
ENSG00000197683	339.1081634624183	0.12429387536437865	0.38677733903042166	0.3213576981421924	0.7479393363334951	0.9778812437415354
ENSG00000159212	2586.4969468626027	-0.08815400361202907	0.27954818298482254	-0.3153445773489975	0.7525000423993926	0.9778812437415354
ENSG00000205439	103.7783445100061	-0.18282027147341776	0.5994148496358214	-0.3049979018445931	0.7603677503231873	0.9778812437415354
ENSG00000182093	9949.22575336188	-0.053348877443248295	0.1777045774481332	-0.3002110480739827	0.7640161783916469	0.9778812437415354
ENSG00000275895	7619.005957156497	0.04837380060750374	0.16155253172932652	0.29943078012885443	0.7646113797192852	0.9778812437415354
ENSG00000160298	6656.771736847822	0.052541284881281694	0.17625093895941132	0.2981049927534365	0.7656230310576686	0.9778812437415354
ENSG00000159228	1999.0628224357524	-0.07086898232950395	0.2428271391962051	-0.29184951304904017	0.7704016864164229	0.9778812437415354
ENSG00000275993	1763.911060111855	0.09411725039521032	0.32556249531617376	0.28909119370094294	0.7725115924368207	0.9778812437415354
ENSG00000177398	11609.05713148042	-0.04651566175829793	0.169183029048699	-0.27494283569605843	0.783360156719809	0.9778812437415354
ENSG00000171587	6595.868007091613	0.06221823645490759	0.22968345426111872	0.2708868893280138	0.7864780289610374	0.9778812437415354
ENSG00000243489	333.01936112852155	0.0837517462188473	0.3097075727382541	0.2704220160920287	0.7868356044437357	0.9778812437415354
ENSG00000155304	1527.933319801199	0.06589638750303795	0.2504468833374061	0.2631152227766447	0.7924617711415657	0.9778812437415354
ENSG00000159055	764.0013039295313	-0.06672052765101012	0.25483613241934183	-0.2618173765924965	0.7934622416640611	0.9778812437415354
ENSG00000188155	426.3293909487515	0.1059091084121396	0.40604346023097915	0.26083195220504934	0.7942221028132315	0.9778812437415354
ENSG00000183640	227.76572530237402	0.12522031149795515	0.48017474840695445	0.2607807093425689	0.7942616215542602	0.9778812437415354
ENSG00000188992	1774.1466952253445	0.04999344957088968	0.21403019441161597	0.23358129308962775	0.8153100519921335	0.991370994010729
ENSG00000160310	8954.765770360606	-0.04458746089308391	0.19172876457972568	-0.23255488549577188	0.8161070629682847	0.991370994010729
ENSG00000274391	3157.8343466379315	-0.04906008984469398	0.21367710467196155	-0.22959918855139555	0.8184032374742196	0.991370994010729
ENSG00000160188	1849.8391247100037	-0.054105495368289326	0.24123454679759967	-0.22428584996030795	0.8225348858604302	0.991370994010729
ENSG00000160207	1140.7384872023492	-0.0714272297042666	0.3374757696865741	-0.21165143136232753	0.8323789817422631	0.994844049627238
ENSG00000160224	3653.9676640847406	-0.04335976759660942	0.21579014808416094	-0.20093488039916704	0.8407494932787233	0.994844049627238
ENSG00000175894	4869.26648431539	-0.03505572300860334	0.1747365876383517	-0.20062039371603937	0.8409954103931363	0.994844049627238
ENSG00000280071	3092.74613758734	-0.03651877269251808	0.18550468968697142	-0.19686172222460482	0.8439357487030069	0.994844049627238
ENSG00000183570	7070.52528008409	0.027282426412606003	0.1492098834432099	0.1828459736247287	0.8549188748999841	0.994844049627238
ENSG00000160183	7266.623969979619	0.031851412175167626	0.17442086343191124	0.18261239824444211	0.8551021555381859	0.994844049627238
ENSG00000154719	1162.49232545503	0.04323565107698479	0.24156785127590244	0.17897932547159992	0.8579539354438044	0.994844049627238
ENSG00000155313	7533.101908675669	-0.028528728463747207	0.18004883299056357	-0.15844994932703846	0.874102256991321	0.994844049627238
ENSG00000185808	5102.45170866364	-0.026207511414192964	0.18425400829802105	-0.14223577362726195	0.8868937757669818	0.994844049627238
ENSG00000159216	12500.199352815562	0.023679929016771004	0.16653176732905878	0.14219466589807217	0.8869262449759824	0.994844049627238
ENSG00000274559	295.91569181320335	-0.05018436007021292	0.3719541832068878	-0.13492081104596546	0.8926744851640581	0.994844049627238
ENSG00000154723	1910.3338022367275	0.0261499080421193	0.20995718872683417	0.12454876253911823	0.9008807939882201	0.994844049627238
ENSG00000154645	5056.478916285542	0.02382054804019999	0.19260310039660358	0.12367686704497124	0.9015711284389334	0.994844049627238
ENSG00000182362	2088.3603583039694	0.022459129525404898	0.1925868766613478	0.11661817209330363	0.9071626367363943	0.994844049627238
ENSG00000159147	6294.310232389307	-0.017975049735776023	0.16297821009916427	-0.11029112250551214	0.9121784975274738	0.994844049627238
ENSG00000186967	120.47634879897142	0.05371287297520052	0.5774717730028099	0.09301385017642959	0.9258925580749549	0.994844049627238
ENSG00000277117	2785.0939893441355	0.018467100237338965	0.22312278408402522	0.08276653732675049	0.9340371771497545	0.994844049627238
ENSG00000159200	10097.876162517587	-0.011164402093303044	0.14643437266533288	-0.07624167666438963	0.9392268259778025	0.994844049627238
ENSG00000183844	2316.8992346329806	-0.014533724375298021	0.20060200351491406	-0.07245054446436518	0.94224336178032575	0.994844049627238
ENSG00000240432	237.83175905081796	-0.02640426087190598	0.4907045312478735	-0.05380887925521965	0.9570874351478005	0.994844049627238
ENSG00000182591	347.7967896596482	-0.02400697552655936	0.4944085360118356	-0.04855696003999546	0.9612723703901204	0.994844049627238
ENSG00000160199	5900.388417966337	0.007732541194512373	0.16555685105943915	0.046706259179429506	0.9627473416883072	0.994844049627238
ENSG00000173638	6131.509656763006	-0.007046237645463321	0.17197267513701298	-0.04097300713528755	0.9673174149710253	0.994844049627238
ENSG00000206105	76.85400140145131	0.020990690969824536	0.618147040305135	0.03395743989886764	0.9729110891523824	0.994844049627238
ENSG00000159256	5087.10651254581	-0.005623949771812185	0.16971503490744916	-0.03313760489681482	0.9735648548352979	0.994844049627238
ENSG00000160181	592.4052832097316	-0.008138956729363843	0.25619944009109696	-0.031768050415995716	0.9746570258443332	0.994844049627238
ENSG00000157601	8047.916415353048	-0.005064589592139281	0.1645650725674014	-0.030775604526075615	0.9754484959701577	0.994844049627238
ENSG00000221864	258.30137498242647	-0.01453555616056923	0.48128917754223	-0.03020129443757091	0.9759065161917905	0.994844049627238
ENSG00000160223	6162.867172291011	-0.005552386871641911	0.2042173544718233	-0.027188614238992097	0.9783092968716197	0.994844049627238
ENSG00000198743	4393.641862067819	-0.013983652055419678	0.5303384773593329	-0.026367409970038815	0.9789642881839141	0.994844049627238
